cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
42.0,2100,DUI-Impaired to Slightest Degree,E Shea Bl,10,1,44,21,E Shea Bl - 8xxx,"(37.0, 50.0]"
33.0,2321,Suspended/Revoked D.L.,E Camelback Rd / N Scottsdale Rd,10,1,44,23,E Camelback Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
33.0,1222,Speed Greater Than R&P or Posted,E Via Linda,10,1,43,12,E Via Linda - 1xxx,"(29.0, 37.0]"
74.0,645,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,6,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
72.0,704,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
58.0,720,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
30.0,2131,Fail to Obey Traffic Control Device,N Hayden Rd,10,1,43,21,N Hayden Rd - 4xxx,"(29.0, 37.0]"
58.0,1328,Expired/No Arizona Registration,E Thomas Rd,10,0,43,13,E Thomas Rd - 7xxx,"(50.0, 97.0]"
82.0,1454,Expired/No Arizona Registration,E Osborn Rd,10,1,43,14,E Osborn Rd - 7xxx,"(50.0, 97.0]"
26.0,1800,Speed Greater Than R&P or Posted,N Miller Rd,10,0,43,18,N Miller Rd - 2xxx,"(24.0, 29.0]"
28.0,1813,Speed Greater Than R&P or Posted,N Miller Rd,10,0,43,18,N Miller Rd - 2xxx,"(24.0, 29.0]"
34.0,1828,Speed Greater Than R&P or Posted,N Miller Rd,10,0,43,18,N Miller Rd - 2xxx,"(29.0, 37.0]"
20.0,752,Speed Greater Than R&P or Posted,N 90th St,10,3,43,7,N 90th St - 1xxx,"(17.999, 24.0]"
65.0,818,Speed Greater Than R&P or Posted,N 90th St,10,3,43,8,N 90th St - 1xxx,"(50.0, 97.0]"
48.0,655,Speed Greater Than R&P or Posted,N Miller Rd,10,3,43,6,N Miller Rd - 3xxx,"(37.0, 50.0]"
37.0,623,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,1,43,6,N Scottsdale Rd - 2xxx,"(29.0, 37.0]"
39.0,1025,Suspended/Revoked D.L.,N Scottsdale Rd,10,2,44,10,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
18.0,1517,Failure to Control Speed to Avoid A Collision,E Chaparral Rd,10,2,44,15,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
48.0,1811,DUI-Impaired to Slightest Degree,E Chaparral Rd,10,2,44,18,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
33.0,29,DUI-Impaired to Slightest Degree,E Camelback Rd,10,3,44,0,E Camelback Rd - 7xxx,"(29.0, 37.0]"
29.0,148,DUI-Impaired to Slightest Degree,E Camelback Rd,10,3,44,1,E Camelback Rd - 7xxx,"(24.0, 29.0]"
21.0,831,Speed Greater Than R&P or Posted,E Indian School Rd,10,6,43,8,E Indian School Rd - 8xxx,"(17.999, 24.0]"
37.0,1037,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,1,43,10,E Indian Bend Rd - 7xxx,"(29.0, 37.0]"
64.0,1100,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,2,43,11,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
25.0,930,Expired/No Arizona Registration,E Indian School Rd,10,3,43,9,E Indian School Rd - 7xxx,"(24.0, 29.0]"
41.0,1335,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,10,3,43,13,E Camelback Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
25.0,829,Speed Greater Than R&P or Posted,E Via Linda,10,3,43,8,E Via Linda - 1xxx,"(24.0, 29.0]"
57.0,2000,Speed Greater Than R&P or Posted,E Shea Bl,10,3,43,20,E Shea Bl - 7xxx,"(50.0, 97.0]"
31.0,2102,Speed Greater Than R&P or Posted,N Hayden Rd,10,1,44,21,N Hayden Rd - 7xxx,"(29.0, 37.0]"
36.0,928,Speed Greater Than R&P or Posted,N Goldwater Bl,10,1,44,9,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
50.0,702,Failure to Control Speed to Avoid A Collision,N Frank Lloyd Wright Bl,10,3,44,7,N Frank Lloyd Wright Bl - 1xxx,"(37.0, 50.0]"
19.0,820,Speed Greater Than R&P or Posted,N Goldwater Bl,10,4,43,8,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
27.0,836,Speed Greater Than R&P or Posted,N Goldwater Bl,10,4,43,8,N Goldwater Bl - 4xxx,"(24.0, 29.0]"
30.0,855,Speed Greater Than R&P or Posted,N Goldwater Bl,10,4,43,8,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
53.0,914,Speed Greater Than R&P or Posted,N Goldwater Bl,10,4,43,9,N Goldwater Bl - 4xxx,"(50.0, 97.0]"
19.0,1309,No Proof of Insurance,N Scottsdale Rd,10,6,43,13,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
59.0,1323,Speed Greater Than R&P or Posted,E Via Linda,10,6,43,13,E Via Linda - 8xxx,"(50.0, 97.0]"
56.0,944,Speed Greater Than R&P or Posted,N Hayden Rd,10,3,43,9,N Hayden Rd - 8xxx,"(50.0, 97.0]"
35.0,930,Speed Greater Than R&P or Posted,N Hayden Rd,10,3,43,9,N Hayden Rd - 8xxx,"(29.0, 37.0]"
84.0,854,Speed Greater Than R&P or Posted,N Hayden Rd,10,3,43,8,N Hayden Rd - 8xxx,"(50.0, 97.0]"
39.0,820,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,8,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
33.0,751,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(29.0, 37.0]"
45.0,722,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
19.0,36,Suspended/Revoked D.L.,E Indian School Rd,10,3,44,0,E Indian School Rd - 6xxx,"(17.999, 24.0]"
34.0,2108,Suspended/Revoked D.L.,E McDowell Rd,10,3,44,21,E McDowell Rd - 7xxx,"(29.0, 37.0]"
22.0,2200,DUI-Impaired to Slightest Degree,E Indian School Rd,10,3,44,22,E Indian School Rd - 7xxx,"(17.999, 24.0]"
29.0,125,DUI-Impaired to Slightest Degree,E Shea Bl,11,4,44,1,E Shea Bl - 7xxx,"(24.0, 29.0]"
24.0,305,DUI-Impaired to Slightest Degree,N Scottsdale Rd,11,4,44,3,N Scottsdale Rd - 6xxx,"(17.999, 24.0]"
32.0,25,Drug Paraphernalia-Possess/Use,N Pima Rd,10,3,44,0,N Pima Rd - 1xxx,"(29.0, 37.0]"
31.0,938,Speed Greater Than R&P or Posted,N Hayden Rd,10,2,44,9,N Hayden Rd - 1xxx,"(29.0, 37.0]"
69.0,1012,Speed Greater Than R&P or Posted,N Hayden Rd,10,2,44,10,N Hayden Rd - 1xxx,"(50.0, 97.0]"
52.0,1026,Speed Greater Than R&P or Posted,N Hayden Rd,10,2,44,10,N Hayden Rd - 1xxx,"(50.0, 97.0]"
41.0,1040,Speed Greater Than R&P or Posted,N Hayden Rd,10,2,44,10,N Hayden Rd - 1xxx,"(37.0, 50.0]"
24.0,1402,Speed Greater Than R&P or Posted,N 100th St,10,1,44,14,N 100th St - 1xxx,"(17.999, 24.0]"
73.0,1448,Suspended/Revoked D.L.,E Shea Bl,10,3,44,14,E Shea Bl - 9xxx,"(50.0, 97.0]"
36.0,1504,Failure to Control Speed to Avoid A Collision,E Shea Bl,10,3,44,15,E Shea Bl - 9xxx,"(29.0, 37.0]"
46.0,2318,No Proof of Insurance,E Frank Lloyd Wright Bl / L101,10,6,43,23,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
38.0,540,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,1,44,5,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
36.0,713,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(29.0, 37.0]"
74.0,745,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
47.0,1554,Speed Greater Than R&P or Posted,E Chaparral Rd,10,1,44,15,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
56.0,800,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,8,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
28.0,933,Speed Greater Than R&P or Posted,N Goldwater Bl,10,3,43,9,N Goldwater Bl - 4xxx,"(24.0, 29.0]"
44.0,948,Speed Greater Than R&P or Posted,N Goldwater Bl,10,3,43,9,N Goldwater Bl - 4xxx,"(37.0, 50.0]"
28.0,1517,Fail to Stop at Stop Sign,E Camelback Rd,10,1,44,15,E Camelback Rd - 8xxx,"(24.0, 29.0]"
22.0,1445,Fail to Stop at Stop Sign,E Camelback Rd,10,1,44,14,E Camelback Rd - 8xxx,"(17.999, 24.0]"
23.0,1425,Fail to Obey Traffic Control Device,E Camelback Rd,10,1,44,14,E Camelback Rd - 8xxx,"(17.999, 24.0]"
19.0,840,Drug Paraphernalia-Possess/Use,N Frank Lloyd Wright Bl,11,4,44,8,N Frank Lloyd Wright Bl - 1xxx,"(17.999, 24.0]"
29.0,939,Speed Greater Than R&P or Posted,N Goldwater Bl,10,3,43,9,N Goldwater Bl - 4xxx,"(24.0, 29.0]"
23.0,932,Speed Greater Than R&P or Posted,N Goldwater Bl,10,3,43,9,N Goldwater Bl - 4xxx,"(17.999, 24.0]"
23.0,1137,Drug Paraphernalia-Possess/Use,N Pima Rd,11,4,44,11,N Pima Rd - 1xxx,"(17.999, 24.0]"
48.0,817,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,8,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
23.0,1255,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,11,4,44,12,E McDowell Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
34.0,742,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(29.0, 37.0]"
66.0,715,Speed Greater Than R&P or Posted,N Thompson Peak Py,10,2,43,7,N Thompson Peak Py - 1xxx,"(50.0, 97.0]"
53.0,1102,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,2,44,11,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
45.0,1000,Speed Greater Than R&P or Posted,N Hayden Rd,10,3,43,10,N Hayden Rd - 8xxx,"(37.0, 50.0]"
55.0,915,Speed Greater Than R&P or Posted,E Shea Bl,10,3,44,9,E Shea Bl - 6xxx,"(50.0, 97.0]"
23.0,1644,DUI-Impaired to Slightest Degree,E Thomas Rd,10,3,44,16,E Thomas Rd - 7xxx,"(17.999, 24.0]"
19.0,2003,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,11,4,44,20,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
25.0,2300,Drug Paraphernalia-Possess/Use,E McDonald DR,11,4,44,23,E McDonald DR - 7xxx,"(24.0, 29.0]"
28.0,2351,DUI-Impaired to Slightest Degree,N Scottsdale Rd,11,4,44,23,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
40.0,2344,DUI-Impaired to Slightest Degree,E Indian Bend Rd,11,4,44,23,E Indian Bend Rd - 8xxx,"(37.0, 50.0]"
27.0,302,DUI-Impaired to Slightest Degree,N Hayden Rd / E McDowell Rd,11,5,44,3,N Hayden Rd / E McDowell Rd -  xxx,"(24.0, 29.0]"
30.0,2231,Drug Paraphernalia-Possess/Use,N Northsight Bl,11,5,44,22,N Northsight Bl - 1xxx,"(29.0, 37.0]"
32.0,2231,Drug Paraphernalia-Possess/Use,N Northsight Bl,11,5,44,22,N Northsight Bl - 1xxx,"(29.0, 37.0]"
25.0,313,Drug Paraphernalia-Possess/Use,E Thomas Rd,11,6,44,3,E Thomas Rd - 7xxx,"(24.0, 29.0]"
35.0,2219,Suspended/Revoked D.L.,E Thomas Rd,10,3,44,22,E Thomas Rd - 7xxx,"(29.0, 37.0]"
25.0,54,Drug Paraphernalia-Possess/Use,E McDowell Rd,10,4,43,0,E McDowell Rd - 7xxx,"(24.0, 29.0]"
23.0,2149,Drug Paraphernalia-Possess/Use,N Hayden Rd / E McDowell Rd,11,6,44,21,N Hayden Rd / E McDowell Rd -  xxx,"(17.999, 24.0]"
40.0,1704,Fail to Stop For Red Signal,E Frank Lloyd Wright Bl / L101,11,5,44,17,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
30.0,1905,DUI-Impaired to Slightest Degree,N Scottsdale Rd,11,6,44,19,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
42.0,2347,DUI-Impaired to Slightest Degree,E McDowell Rd,11,6,44,23,E McDowell Rd - 8xxx,"(37.0, 50.0]"
47.0,2325,Fail to Obey Traffic Control Device,N Scottsdale Rd / E Thomas Rd,10,3,43,23,N Scottsdale Rd / E Thomas Rd -  xxx,"(37.0, 50.0]"
49.0,2358,Expired/No Arizona Registration,E Thomas Rd,10,2,43,23,E Thomas Rd - 6xxx,"(37.0, 50.0]"
48.0,1353,Speed Greater Than R&P or Posted,E Osborn Rd,10,2,43,13,E Osborn Rd - 6xxx,"(37.0, 50.0]"
63.0,1252,Speed Greater Than R&P or Posted,E Camelback Rd,10,3,43,12,E Camelback Rd - 7xxx,"(50.0, 97.0]"
59.0,930,Speed Greater Than R&P or Posted,N 68th St,10,3,43,9,N 68th St - 3xxx,"(50.0, 97.0]"
37.0,1237,Speed Greater Than R&P or Posted,N 100th St,10,2,43,12,N 100th St - 1xxx,"(29.0, 37.0]"
29.0,1049,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,4,43,10,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
47.0,735,Fail to Obey Traffic Control Device,E Shea Bl,10,2,43,7,E Shea Bl - 9xxx,"(37.0, 50.0]"
44.0,2150,Speed Greater Than R&P or Posted,N Scottsdale Rd,10,4,43,21,N Scottsdale Rd - 1xxx,"(37.0, 50.0]"
29.0,549,Speed Greater Than R&P or Posted,E Shea Bl,10,4,43,5,E Shea Bl - 7xxx,"(24.0, 29.0]"
21.0,1353,Drug Paraphernalia-Possess/Use,E Shea Bl,11,0,45,13,E Shea Bl - 8xxx,"(17.999, 24.0]"
20.0,2349,Speed Greater Than R&P or Posted,L101 / E Shea Bl,10,4,43,23,L101 / E Shea Bl -  xxx,"(17.999, 24.0]"
31.0,1314,Expired/No Arizona Registration,E Camelback Rd,11,0,45,13,E Camelback Rd - 7xxx,"(29.0, 37.0]"
46.0,1653,Suspended/Revoked D.L.,N Miller Rd,11,0,45,16,N Miller Rd - 2xxx,"(37.0, 50.0]"
29.0,1715,Failure to Control Speed to Avoid A Collision,E Cactus Rd,11,0,45,17,E Cactus Rd - 8xxx,"(24.0, 29.0]"
25.0,1746,Drug Paraphernalia-Possess/Use,E Shea Bl,11,0,45,17,E Shea Bl - 8xxx,"(24.0, 29.0]"
20.0,250,DUI-Impaired to Slightest Degree,E McDowell Rd,11,1,45,2,E McDowell Rd - 7xxx,"(17.999, 24.0]"
26.0,1429,Speed Greater Than R&P or Posted,E Indian Bend Rd,10,5,43,14,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
26.0,620,Drug Paraphernalia-Possess/Use,N Northsight Bl,11,1,45,6,N Northsight Bl - 1xxx,"(24.0, 29.0]"
41.0,1817,Expired/No Arizona Registration,E Shea Bl,10,5,43,18,E Shea Bl - 9xxx,"(37.0, 50.0]"
27.0,12,DUI-Impaired to Slightest Degree,E Frank Lloyd Wright Bl,11,6,44,0,E Frank Lloyd Wright Bl - 8xxx,"(24.0, 29.0]"
59.0,220,Expired/No Arizona Registration,N Hayden Rd / E McDowell Rd,10,2,44,2,N Hayden Rd / E McDowell Rd -  xxx,"(50.0, 97.0]"
25.0,1444,Expired/No Arizona Registration,E McDowell Rd,10,6,43,14,E McDowell Rd - 7xxx,"(24.0, 29.0]"
27.0,1740,Failure to Control Speed to Avoid A Collision,E Thomas Rd,11,1,45,17,E Thomas Rd - 7xxx,"(24.0, 29.0]"
23.0,1700,Suspended/Revoked D.L.,N Hayden Rd / E Thomas Rd,11,1,45,17,N Hayden Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
37.0,639,Speed Greater Than R&P or Posted,E Raintree DR,7,2,28,6,E Raintree DR - 8xxx,"(29.0, 37.0]"
46.0,949,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,7,4,28,9,E Camelback Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
42.0,742,Speed Greater Than R&P or Posted,N Thompson Peak Py,7,3,29,7,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
24.0,2126,Expired/No Arizona Registration,E Indian School Rd,7,5,28,21,E Indian School Rd - 7xxx,"(17.999, 24.0]"
36.0,2205,Fail to Obey Traffic Control Device,E Frank Lloyd Wright Bl / N Hayden Rd,7,5,28,22,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(29.0, 37.0]"
26.0,858,Drug Paraphernalia-Possess/Use,E Via Linda,7,3,29,8,E Via Linda - 8xxx,"(24.0, 29.0]"
26.0,927,Drug Paraphernalia-Possess/Use,E Via Linda,7,3,29,9,E Via Linda - 8xxx,"(24.0, 29.0]"
19.0,1940,Speed Greater Than R&P or Posted,N Hayden Rd,7,5,28,19,N Hayden Rd - 6xxx,"(17.999, 24.0]"
22.0,1810,Speed Greater Than R&P or Posted,N Pima Rd,7,4,28,18,N Pima Rd - 3xxx,"(17.999, 24.0]"
48.0,2043,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,3,28,20,N Scottsdale Rd - 1xxx,"(37.0, 50.0]"
61.0,1701,Expired/No Arizona Registration,E Frank Lloyd Wright Bl,7,0,29,17,E Frank Lloyd Wright Bl - 8xxx,"(50.0, 97.0]"
21.0,34,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,29,0,E Indian School Rd - 7xxx,"(17.999, 24.0]"
32.0,822,Speed Greater Than R&P or Posted,E Thomas Rd,7,2,28,8,E Thomas Rd - 8xxx,"(29.0, 37.0]"
35.0,44,Speed Greater Than R&P or Posted,E Thomas Rd,7,5,28,0,E Thomas Rd - 6xxx,"(29.0, 37.0]"
25.0,1357,Drug Paraphernalia-Possess/Use,N Miller Rd,7,3,29,13,N Miller Rd - 4xxx,"(24.0, 29.0]"
52.0,1411,Suspended/Revoked D.L.,E McKellips Rd,7,3,29,14,E McKellips Rd - 7xxx,"(50.0, 97.0]"
24.0,1357,Suspended/Revoked D.L.,N Miller Rd,7,3,29,13,N Miller Rd - 4xxx,"(17.999, 24.0]"
24.0,2240,Speed Greater Than R&P or Posted,E McDowell Rd / N Scottsdale Rd,7,2,29,22,E McDowell Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
33.0,824,Suspended/Revoked D.L.,N 68th St,7,3,29,8,N 68th St - 2xxx,"(29.0, 37.0]"
25.0,2250,Expired/No Arizona Registration,N Hayden Rd / E Indian School Rd,7,0,29,22,N Hayden Rd / E Indian School Rd -  xxx,"(24.0, 29.0]"
52.0,709,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,2,29,7,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
30.0,1519,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,7,3,29,15,N Scottsdale Rd - 5xxx,"(29.0, 37.0]"
28.0,2331,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,7,3,29,23,N Scottsdale Rd - 3xxx,"(24.0, 29.0]"
26.0,202,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,7,4,29,2,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
42.0,145,DUI-Impaired to Slightest Degree,E Indian School Rd,7,4,29,1,E Indian School Rd - 8xxx,"(37.0, 50.0]"
22.0,211,DUI-Impaired to Slightest Degree,E Camelback Rd / N Scottsdale Rd,7,4,29,2,E Camelback Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
31.0,526,Speed Greater Than R&P or Posted,E Frank Lloyd Wright Bl,7,1,29,5,E Frank Lloyd Wright Bl - 8xxx,"(29.0, 37.0]"
44.0,1656,Expired/No Arizona Registration,E Shea Bl,7,0,29,16,E Shea Bl - 8xxx,"(37.0, 50.0]"
22.0,1637,Expired/No Arizona Registration,E Frank Lloyd Wright Bl,7,1,29,16,E Frank Lloyd Wright Bl - 8xxx,"(17.999, 24.0]"
30.0,1230,No Proof of Insurance,E Thomas Rd,7,0,29,12,E Thomas Rd - 7xxx,"(29.0, 37.0]"
28.0,1323,Expired/No Arizona Registration,E Camelback Rd / N Saddlebag Tr,7,0,29,13,E Camelback Rd / N Saddlebag Tr -  xxx,"(24.0, 29.0]"
26.0,631,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,1,29,6,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
23.0,727,Speed Greater Than R&P or Posted,E Thomas Rd,7,1,29,7,E Thomas Rd - 6xxx,"(17.999, 24.0]"
31.0,745,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,29,7,E Indian School Rd - 6xxx,"(29.0, 37.0]"
32.0,755,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,29,7,E Indian School Rd - 6xxx,"(29.0, 37.0]"
26.0,806,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,29,8,E Indian School Rd - 6xxx,"(24.0, 29.0]"
60.0,814,Drug Paraphernalia-Possess/Use,N Granite Reef Rd,7,4,29,8,N Granite Reef Rd - 6xxx,"(50.0, 97.0]"
25.0,2300,Speed Greater Than R&P or Posted,E Cactus Rd,7,6,28,23,E Cactus Rd - 9xxx,"(24.0, 29.0]"
23.0,507,Speed Greater Than R&P or Posted,N Pima Rd,7,0,29,5,N Pima Rd - 2xxx,"(17.999, 24.0]"
36.0,2210,No Proof of Insurance,E Frank Lloyd Wright Bl / L101,7,6,28,22,E Frank Lloyd Wright Bl / L101 -  xxx,"(29.0, 37.0]"
57.0,710,Fail to Stop For Red Signal,N Hayden Rd / E Indian School Rd,7,6,28,7,N Hayden Rd / E Indian School Rd -  xxx,"(50.0, 97.0]"
55.0,2340,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,5,28,23,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
53.0,1446,No Proof of Insurance,N Frank Lloyd Wright Bl,7,6,28,14,N Frank Lloyd Wright Bl - 1xxx,"(50.0, 97.0]"
38.0,1758,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,7,4,29,17,N Scottsdale Rd / E Thomas Rd -  xxx,"(37.0, 50.0]"
34.0,2019,Suspended/Revoked D.L.,E Shea Bl,7,4,29,20,E Shea Bl - 6xxx,"(29.0, 37.0]"
23.0,2349,Drug Paraphernalia-Possess/Use,E Frank Lloyd Wright Bl / L101,7,4,29,23,E Frank Lloyd Wright Bl / L101 -  xxx,"(17.999, 24.0]"
29.0,152,DUI-Impaired to Slightest Degree,N Hayden Rd,7,5,29,1,N Hayden Rd - 3xxx,"(24.0, 29.0]"
26.0,444,DUI-Impaired to Slightest Degree,N Scottsdale Rd,7,5,29,4,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
23.0,714,Drug Paraphernalia-Possess/Use,N Hayden Rd,7,5,29,7,N Hayden Rd - 6xxx,"(17.999, 24.0]"
40.0,1134,Suspended/Revoked D.L.,N Scottsdale Rd,7,5,29,11,N Scottsdale Rd - 9xxx,"(37.0, 50.0]"
60.0,932,Suspended/Revoked D.L.,N 68th St,7,5,29,9,N 68th St - 4xxx,"(50.0, 97.0]"
21.0,1935,Suspended/Revoked D.L.,N Miller Rd,7,5,29,19,N Miller Rd - 3xxx,"(17.999, 24.0]"
22.0,157,DUI-Impaired to Slightest Degree,E Indian School Rd,7,6,29,1,E Indian School Rd - 7xxx,"(17.999, 24.0]"
49.0,1420,Suspended/Revoked D.L.,E Frank Lloyd Wright Bl / L101,7,4,29,14,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
47.0,1007,Drug Paraphernalia-Possess/Use,E McDonald DR,7,6,29,10,E McDonald DR - 8xxx,"(37.0, 50.0]"
23.0,1455,Suspended/Revoked D.L.,N Scottsdale Rd / E Shea Bl,7,6,29,14,N Scottsdale Rd / E Shea Bl -  xxx,"(17.999, 24.0]"
26.0,2041,Suspended/Revoked D.L.,E Thomas Rd,7,6,29,20,E Thomas Rd - 8xxx,"(24.0, 29.0]"
44.0,108,DUI-Impaired to Slightest Degree,E Camelback Rd,7,0,30,1,E Camelback Rd - 6xxx,"(37.0, 50.0]"
49.0,1105,Expired/No Arizona Registration,E Indian School Rd,7,3,28,11,E Indian School Rd - 7xxx,"(37.0, 50.0]"
42.0,440,Speed Greater Than R&P or Posted,E Indian School Rd,7,1,29,4,E Indian School Rd - 6xxx,"(37.0, 50.0]"
42.0,1117,Suspended/Revoked D.L.,N Scottsdale Rd,7,0,30,11,N Scottsdale Rd - 3xxx,"(37.0, 50.0]"
30.0,910,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,1,29,9,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
45.0,639,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,2,29,6,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
37.0,1607,Drug Paraphernalia-Possess/Use,N Pima Rd,7,0,30,16,N Pima Rd - 6xxx,"(29.0, 37.0]"
32.0,1734,Failure to Control Speed to Avoid A Collision,E Cactus Rd,7,0,30,17,E Cactus Rd - 7xxx,"(29.0, 37.0]"
29.0,1404,Failure to Control Speed to Avoid A Collision,E Thomas Rd,3,4,13,14,E Thomas Rd - 6xxx,"(24.0, 29.0]"
20.0,1256,Failure to Control Speed to Avoid A Collision,E McDowell Rd,3,4,13,12,E McDowell Rd - 8xxx,"(17.999, 24.0]"
18.0,1457,Failure to Control Speed to Avoid A Collision,E Chaparral Rd,3,1,13,14,E Chaparral Rd - 7xxx,"(17.999, 24.0]"
18.0,1647,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,3,4,13,16,N Scottsdale Rd - 3xxx,"(17.999, 24.0]"
23.0,2328,DUI-Impaired to Slightest Degree,N Hayden Rd,3,4,13,23,N Hayden Rd - 3xxx,"(17.999, 24.0]"
24.0,5,Drug Paraphernalia-Possess/Use,N 75th St,3,5,13,0,N 75th St - 4xxx,"(17.999, 24.0]"
24.0,10,Drug Paraphernalia-Possess/Use,N 75th St,3,5,13,0,N 75th St - 4xxx,"(17.999, 24.0]"
53.0,1130,Failure to Control Speed to Avoid A Collision,E Frank Lloyd Wright Bl / N Hayden Rd,3,5,13,11,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(50.0, 97.0]"
34.0,1130,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / N Hayden Rd,3,5,13,11,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(29.0, 37.0]"
67.0,959,Fail to Stop For Red Signal,N Hayden Rd / E McDowell Rd,3,4,13,9,N Hayden Rd / E McDowell Rd -  xxx,"(50.0, 97.0]"
27.0,1231,Drug Paraphernalia-Possess/Use,E Indian School Rd,3,5,13,12,E Indian School Rd - 8xxx,"(24.0, 29.0]"
25.0,1514,Suspended/Revoked D.L.,E Indian Bend Rd,3,4,13,15,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
25.0,1228,Drug Paraphernalia-Possess/Use,E Osborn Rd,3,5,13,12,E Osborn Rd - 6xxx,"(24.0, 29.0]"
