cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
31.0,834,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,2,24,8,N Scottsdale Rd - 8xxx,"(29.0, 37.0]"
23.0,739,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
70.0,822,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,2,24,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
30.0,809,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,2,24,8,N Scottsdale Rd - 8xxx,"(29.0, 37.0]"
46.0,727,Speed Greater Than R&P or Posted,E Redfield Rd,6,2,24,7,E Redfield Rd - 7xxx,"(37.0, 50.0]"
26.0,819,Speed Greater Than R&P or Posted,E Redfield Rd,6,2,24,8,E Redfield Rd - 7xxx,"(24.0, 29.0]"
52.0,736,Speed Greater Than R&P or Posted,E Via Linda,6,2,24,7,E Via Linda - 9xxx,"(50.0, 97.0]"
51.0,647,Speed Greater Than R&P or Posted,E Indian Bend Rd,6,1,24,6,E Indian Bend Rd - 7xxx,"(50.0, 97.0]"
48.0,830,Speed Greater Than R&P or Posted,N 68th St,6,2,24,8,N 68th St - 3xxx,"(37.0, 50.0]"
51.0,1256,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,2,24,12,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
63.0,928,Speed Greater Than R&P or Posted,N Hayden Rd,6,1,24,9,N Hayden Rd - 6xxx,"(50.0, 97.0]"
75.0,937,Speed Greater Than R&P or Posted,N 64th St,6,2,24,9,N 64th St - 3xxx,"(50.0, 97.0]"
34.0,1744,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,6,1,24,17,E Camelback Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
44.0,555,Fail to Obey Traffic Control Device,N Pima Rd,6,2,24,5,N Pima Rd - 2xxx,"(37.0, 50.0]"
71.0,839,Speed Greater Than R&P or Posted,N Hayden Rd,6,1,24,8,N Hayden Rd - 6xxx,"(50.0, 97.0]"
75.0,903,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,9,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
27.0,832,Speed Greater Than R&P or Posted,N Hayden Rd,6,1,24,8,N Hayden Rd - 6xxx,"(24.0, 29.0]"
23.0,53,Speed Greater Than R&P or Posted,N Hayden Rd,6,3,24,0,N Hayden Rd - 3xxx,"(17.999, 24.0]"
19.0,2221,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,3,24,22,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
72.0,819,Speed Greater Than R&P or Posted,N Hayden Rd,6,1,24,8,N Hayden Rd - 6xxx,"(50.0, 97.0]"
31.0,753,Speed Greater Than R&P or Posted,N Goldwater Bl,6,1,24,7,N Goldwater Bl - 4xxx,"(29.0, 37.0]"
24.0,720,No Proof of Insurance,N Scottsdale Rd,6,3,24,7,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
63.0,825,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
25.0,734,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,3,24,7,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
72.0,633,Speed Greater Than R&P or Posted,N Pima Rd,6,3,24,6,N Pima Rd - 3xxx,"(50.0, 97.0]"
18.0,2143,No Proof of Insurance,E Indian School Rd,6,2,24,21,E Indian School Rd - 8xxx,"(17.999, 24.0]"
47.0,623,Speed Greater Than R&P or Posted,E Redfield Rd,6,3,24,6,E Redfield Rd - 7xxx,"(37.0, 50.0]"
53.0,609,Speed Greater Than R&P or Posted,E Redfield Rd,6,3,24,6,E Redfield Rd - 7xxx,"(50.0, 97.0]"
18.0,2143,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,21,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
47.0,741,Speed Greater Than R&P or Posted,N 100th St,6,2,24,7,N 100th St - 1xxx,"(37.0, 50.0]"
24.0,807,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,8,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
18.0,44,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,2,24,0,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
18.0,749,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
33.0,717,Speed Greater Than R&P or Posted,N 64th St,6,4,24,7,N 64th St - 2xxx,"(29.0, 37.0]"
21.0,2300,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,4,24,23,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
23.0,2156,Fail to Obey Traffic Control Device,E Frank Lloyd Wright Bl / L101,6,4,24,21,E Frank Lloyd Wright Bl / L101 -  xxx,"(17.999, 24.0]"
43.0,737,Speed Greater Than R&P or Posted,E Redfield Rd,6,2,24,7,E Redfield Rd - 7xxx,"(37.0, 50.0]"
33.0,753,Speed Greater Than R&P or Posted,N 100th St,6,1,24,7,N 100th St - 1xxx,"(29.0, 37.0]"
25.0,810,Speed Greater Than R&P or Posted,N 64th St,6,4,24,8,N 64th St - 2xxx,"(24.0, 29.0]"
43.0,827,Speed Greater Than R&P or Posted,N 100th St,6,1,24,8,N 100th St - 1xxx,"(37.0, 50.0]"
24.0,717,Fail to Obey Traffic Control Device,N Pima Rd,6,1,24,7,N Pima Rd - 2xxx,"(17.999, 24.0]"
29.0,823,Speed Greater Than R&P or Posted,N 64th St,6,4,24,8,N 64th St - 2xxx,"(24.0, 29.0]"
74.0,823,Speed Greater Than R&P or Posted,N 100th St,6,1,24,8,N 100th St - 1xxx,"(50.0, 97.0]"
27.0,928,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,9,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
23.0,951,Fail to Obey Traffic Control Device,N Scottsdale Rd,6,1,24,9,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
26.0,807,Speed Greater Than R&P or Posted,E Redfield Rd,6,2,24,8,E Redfield Rd - 7xxx,"(24.0, 29.0]"
22.0,1201,Expired/No Arizona Registration,E Shea Bl,6,4,24,12,E Shea Bl - 8xxx,"(17.999, 24.0]"
52.0,930,Fail to Stop For Red Signal,E Camelback Rd / N Scottsdale Rd,6,4,24,9,E Camelback Rd / N Scottsdale Rd -  xxx,"(50.0, 97.0]"
46.0,1603,Fail to Stop For Red Signal,N Scottsdale Rd / E Shea Bl,6,4,24,16,N Scottsdale Rd / E Shea Bl -  xxx,"(37.0, 50.0]"
25.0,837,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,24,8,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
58.0,1912,Expired/No Arizona Registration,E Shea Bl,6,4,24,19,E Shea Bl - 7xxx,"(50.0, 97.0]"
61.0,814,Fail to Stop For Red Signal,N Scottsdale Rd,6,1,25,8,N Scottsdale Rd - 3xxx,"(50.0, 97.0]"
56.0,632,Speed Greater Than R&P or Posted,N Pima Rd,6,2,24,6,N Pima Rd - 2xxx,"(50.0, 97.0]"
23.0,718,Speed Greater Than R&P or Posted,E Via Linda,6,2,24,7,E Via Linda - 9xxx,"(17.999, 24.0]"
60.0,659,Speed Greater Than R&P or Posted,E Via Linda,6,2,24,6,E Via Linda - 9xxx,"(50.0, 97.0]"
42.0,645,Speed Greater Than R&P or Posted,E Via Linda,6,2,24,6,E Via Linda - 9xxx,"(37.0, 50.0]"
25.0,714,Speed Greater Than R&P or Posted,E Chaparral Rd,6,1,24,7,E Chaparral Rd - 6xxx,"(24.0, 29.0]"
33.0,1451,Drug Paraphernalia-Possess/Use,E McKellips Rd,6,1,25,14,E McKellips Rd - 7xxx,"(29.0, 37.0]"
51.0,1100,Failure to Control Speed to Avoid A Collision,E McDowell Rd,6,3,24,11,E McDowell Rd - 7xxx,"(50.0, 97.0]"
19.0,1741,Fail to Stop For Red Signal,E Raintree DR,6,1,25,17,E Raintree DR - 9xxx,"(17.999, 24.0]"
48.0,1717,Failure to Control Speed to Avoid A Collision,E McDowell Rd,6,1,25,17,E McDowell Rd - 8xxx,"(37.0, 50.0]"
31.0,1639,Drug Paraphernalia-Possess/Use,N Hayden Rd / E Indian School Rd,6,5,24,16,N Hayden Rd / E Indian School Rd -  xxx,"(29.0, 37.0]"
32.0,100,Suspended/Revoked D.L.,L101 / E Shea Bl,6,2,25,1,L101 / E Shea Bl -  xxx,"(29.0, 37.0]"
51.0,229,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,6,2,25,2,N Scottsdale Rd - 7xxx,"(50.0, 97.0]"
25.0,2349,Suspended/Revoked D.L.,E Camelback Rd,6,0,25,23,E Camelback Rd - 6xxx,"(24.0, 29.0]"
24.0,1745,Speed Greater Than R&P or Posted,N Hayden Rd,6,3,24,17,N Hayden Rd - 1xxx,"(17.999, 24.0]"
38.0,657,Speed Greater Than R&P or Posted,N Pima Rd,6,1,24,6,N Pima Rd - 2xxx,"(37.0, 50.0]"
43.0,149,Fail to Stop For Red Signal,E Shea Bl,6,5,24,1,E Shea Bl - 9xxx,"(37.0, 50.0]"
18.0,1519,Speed Greater Than R&P or Posted,E Cactus Rd,6,1,24,15,E Cactus Rd - 6xxx,"(17.999, 24.0]"
57.0,1323,Expired/No Arizona Registration,E Indian School Rd,6,1,24,13,E Indian School Rd - 8xxx,"(50.0, 97.0]"
18.0,1147,Speed Greater Than R&P or Posted,E Redfield Rd,6,6,24,11,E Redfield Rd - 7xxx,"(17.999, 24.0]"
41.0,856,Speed Greater Than R&P or Posted,E McDowell Rd,6,5,24,8,E McDowell Rd - 6xxx,"(37.0, 50.0]"
24.0,953,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,6,2,25,9,N Scottsdale Rd - 3xxx,"(17.999, 24.0]"
31.0,2228,DUI-Impaired to Slightest Degree,E Shea Bl,6,4,24,22,E Shea Bl - 8xxx,"(29.0, 37.0]"
26.0,1609,Drug Paraphernalia-Possess/Use,E Camelback Rd,6,2,25,16,E Camelback Rd - 7xxx,"(24.0, 29.0]"
29.0,1609,Drug Paraphernalia-Possess/Use,E Camelback Rd,6,2,25,16,E Camelback Rd - 7xxx,"(24.0, 29.0]"
43.0,2213,DUI-Impaired to Slightest Degree,N Scottsdale Rd / E Shea Bl,6,2,25,22,N Scottsdale Rd / E Shea Bl -  xxx,"(37.0, 50.0]"
39.0,39,DUI-Impaired to Slightest Degree,E Camelback Rd / N Scottsdale Rd,6,3,25,0,E Camelback Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
27.0,129,DUI-Impaired to Slightest Degree,E Indian School Rd,6,3,25,1,E Indian School Rd - 8xxx,"(24.0, 29.0]"
30.0,332,Drug Paraphernalia-Possess/Use,E Via Linda,6,2,25,3,E Via Linda - 1xxx,"(29.0, 37.0]"
70.0,1337,Speed Greater Than R&P or Posted,N Hayden Rd,6,4,24,13,N Hayden Rd - 6xxx,"(50.0, 97.0]"
20.0,1600,No Proof of Insurance,N Scottsdale Rd / E Thomas Rd,6,1,25,16,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
21.0,2230,Suspended/Revoked D.L.,E Camelback Rd,6,3,24,22,E Camelback Rd - 6xxx,"(17.999, 24.0]"
46.0,841,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,8,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
64.0,825,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,8,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
23.0,754,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
27.0,733,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
28.0,717,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,7,N Scottsdale Rd - 8xxx,"(24.0, 29.0]"
20.0,659,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,6,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
19.0,734,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(17.999, 24.0]"
26.0,714,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(24.0, 29.0]"
24.0,750,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(17.999, 24.0]"
43.0,723,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(37.0, 50.0]"
20.0,756,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(17.999, 24.0]"
39.0,724,Speed Greater Than R&P or Posted,E Thomas Rd,6,2,24,7,E Thomas Rd - 8xxx,"(37.0, 50.0]"
33.0,818,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,24,8,N Hayden Rd - 5xxx,"(29.0, 37.0]"
20.0,1402,Failure to Control Speed to Avoid A Collision,E Shea Bl,6,2,25,14,E Shea Bl - 7xxx,"(17.999, 24.0]"
42.0,742,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,7,E Shea Bl - 6xxx,"(37.0, 50.0]"
23.0,911,Suspended/Revoked D.L.,N Scottsdale Rd / E Thomas Rd,6,3,25,9,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
20.0,1517,Failure to Control Speed to Avoid A Collision,E Thomas Rd,6,2,25,15,E Thomas Rd - 7xxx,"(17.999, 24.0]"
28.0,1902,DUI-Impaired to Slightest Degree,N Hayden Rd,6,3,25,19,N Hayden Rd - 1xxx,"(24.0, 29.0]"
25.0,2201,Suspended/Revoked D.L.,E Mountain View Rd,6,3,25,22,E Mountain View Rd - 7xxx,"(24.0, 29.0]"
63.0,2318,Suspended/Revoked D.L.,E Frank Lloyd Wright Bl / L101,6,3,25,23,E Frank Lloyd Wright Bl / L101 -  xxx,"(50.0, 97.0]"
22.0,127,DUI-Impaired to Slightest Degree,E Indian School Rd,6,4,25,1,E Indian School Rd - 7xxx,"(17.999, 24.0]"
24.0,318,DUI-Impaired to Slightest Degree,E Shea Bl,6,4,25,3,E Shea Bl - 1xxx,"(17.999, 24.0]"
43.0,1533,Speed Greater Than R&P or Posted,E McDowell Rd,6,5,24,15,E McDowell Rd - 6xxx,"(37.0, 50.0]"
45.0,1534,Speed Greater Than R&P or Posted,N Hayden Rd,6,4,24,15,N Hayden Rd - 6xxx,"(37.0, 50.0]"
27.0,811,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,25,8,N Hayden Rd - 8xxx,"(24.0, 29.0]"
29.0,1528,Speed Greater Than R&P or Posted,N Hayden Rd,6,4,24,15,N Hayden Rd - 6xxx,"(24.0, 29.0]"
39.0,823,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,25,8,N Hayden Rd - 8xxx,"(37.0, 50.0]"
29.0,654,Speed Greater Than R&P or Posted,N 100th St,6,1,25,6,N 100th St - 1xxx,"(24.0, 29.0]"
45.0,654,Speed Greater Than R&P or Posted,N 100th St,6,1,25,6,N 100th St - 1xxx,"(37.0, 50.0]"
56.0,712,Speed Greater Than R&P or Posted,E Cactus Rd,6,2,25,7,E Cactus Rd - 9xxx,"(50.0, 97.0]"
44.0,1459,Speed Greater Than R&P or Posted,N Hayden Rd,6,4,24,14,N Hayden Rd - 6xxx,"(37.0, 50.0]"
28.0,725,Speed Greater Than R&P or Posted,E Cactus Rd,6,2,25,7,E Cactus Rd - 9xxx,"(24.0, 29.0]"
22.0,726,Suspended/Revoked D.L.,N Pima Rd,6,4,25,7,N Pima Rd - 7xxx,"(17.999, 24.0]"
29.0,733,Speed Greater Than R&P or Posted,E Cactus Rd,6,2,25,7,E Cactus Rd - 9xxx,"(24.0, 29.0]"
52.0,1745,Speed Greater Than R&P or Posted,E Indian School Rd,6,3,24,17,E Indian School Rd - 6xxx,"(50.0, 97.0]"
42.0,755,Speed Greater Than R&P or Posted,E Via Linda,6,1,25,7,E Via Linda - 1xxx,"(37.0, 50.0]"
50.0,809,Speed Greater Than R&P or Posted,E Via Linda,6,1,25,8,E Via Linda - 1xxx,"(37.0, 50.0]"
29.0,925,Speed Greater Than R&P or Posted,E Indian School Rd,6,2,25,9,E Indian School Rd - 6xxx,"(24.0, 29.0]"
44.0,821,Speed Greater Than R&P or Posted,E Via Linda,6,1,25,8,E Via Linda - 1xxx,"(37.0, 50.0]"
18.0,2107,Expired/No Arizona Registration,E Frank Lloyd Wright Bl / N Scottsdale Rd,6,6,24,21,E Frank Lloyd Wright Bl / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
24.0,1419,Expired/No Arizona Registration,N Scottsdale Rd,6,0,25,14,N Scottsdale Rd - 1xxx,"(17.999, 24.0]"
66.0,910,Speed Greater Than R&P or Posted,N Frank Lloyd Wright Bl,6,2,25,9,N Frank Lloyd Wright Bl - 1xxx,"(50.0, 97.0]"
33.0,1428,Speed Greater Than R&P or Posted,E Via Linda,6,3,25,14,E Via Linda - 1xxx,"(29.0, 37.0]"
64.0,1443,Expired/No Arizona Registration,E Via Linda,6,3,25,14,E Via Linda - 1xxx,"(50.0, 97.0]"
65.0,925,Speed Greater Than R&P or Posted,N Frank Lloyd Wright Bl,6,2,25,9,N Frank Lloyd Wright Bl - 1xxx,"(50.0, 97.0]"
52.0,722,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,1,25,7,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
19.0,1459,Speed Greater Than R&P or Posted,E Via Linda,6,0,25,14,E Via Linda - 1xxx,"(17.999, 24.0]"
54.0,1055,Speed Greater Than R&P or Posted,E McDowell Rd,6,2,25,10,E McDowell Rd - 6xxx,"(50.0, 97.0]"
22.0,1835,Expired/No Arizona Registration,E Indian Bend Rd,6,1,25,18,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
22.0,751,Speed Greater Than R&P or Posted,N Scottsdale Rd,6,0,25,7,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
36.0,920,Expired/No Arizona Registration,N 68th St,6,1,25,9,N 68th St - 4xxx,"(29.0, 37.0]"
20.0,1053,Suspended/Revoked D.L.,E Cactus Rd,6,4,25,10,E Cactus Rd - 7xxx,"(17.999, 24.0]"
44.0,802,Speed Greater Than R&P or Posted,E Shea Bl,6,1,25,8,E Shea Bl - 6xxx,"(37.0, 50.0]"
31.0,714,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,25,7,N Hayden Rd - 6xxx,"(29.0, 37.0]"
27.0,733,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,25,7,N Hayden Rd - 7xxx,"(24.0, 29.0]"
25.0,755,Speed Greater Than R&P or Posted,N Hayden Rd,6,2,25,7,N Hayden Rd - 8xxx,"(24.0, 29.0]"
63.0,732,Speed Greater Than R&P or Posted,E Via Linda,6,1,25,7,E Via Linda - 1xxx,"(50.0, 97.0]"
24.0,1201,Failure to Control Speed to Avoid A Collision,E Frank Lloyd Wright Bl / N Scottsdale Rd,6,3,25,12,E Frank Lloyd Wright Bl / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
31.0,241,DUI-Impaired to Slightest Degree,E Shea Bl,6,4,25,2,E Shea Bl - 1xxx,"(29.0, 37.0]"
30.0,1909,Drug Paraphernalia-Possess/Use,E McDowell Rd,6,4,25,19,E McDowell Rd - 7xxx,"(29.0, 37.0]"
29.0,2204,DUI-Impaired to Slightest Degree,E Camelback Rd / N Saddlebag Tr,6,4,25,22,E Camelback Rd / N Saddlebag Tr -  xxx,"(24.0, 29.0]"
21.0,2254,Drug Paraphernalia-Possess/Use,E Camelback Rd,6,4,25,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
25.0,153,DUI-Impaired to Slightest Degree,E Indian School Rd,6,5,25,1,E Indian School Rd - 8xxx,"(24.0, 29.0]"
41.0,28,DUI-Impaired to Slightest Degree,N Scottsdale Rd,2,0,8,0,N Scottsdale Rd - 6xxx,"(37.0, 50.0]"
30.0,318,Drug Paraphernalia-Possess/Use,N Northsight Bl,2,0,8,3,N Northsight Bl - 1xxx,"(29.0, 37.0]"
23.0,753,Suspended/Revoked D.L.,E Camelback Rd,2,0,8,7,E Camelback Rd - 7xxx,"(17.999, 24.0]"
29.0,1324,Failure to Control Speed to Avoid A Collision,E Shea Bl,2,5,7,13,E Shea Bl - 9xxx,"(24.0, 29.0]"
29.0,1242,Suspended/Revoked D.L.,E Osborn Rd,2,0,8,12,E Osborn Rd - 8xxx,"(24.0, 29.0]"
30.0,1412,Suspended/Revoked D.L.,N Hayden Rd,2,0,8,14,N Hayden Rd - 6xxx,"(29.0, 37.0]"
23.0,1847,Drug Paraphernalia-Possess/Use,E Shea Bl,2,0,8,18,E Shea Bl - 8xxx,"(17.999, 24.0]"
42.0,1955,Drug Paraphernalia-Possess/Use,E McDowell Rd,2,0,8,19,E McDowell Rd - 8xxx,"(37.0, 50.0]"
28.0,2245,Suspended/Revoked D.L.,E Thomas Rd,2,0,8,22,E Thomas Rd - 6xxx,"(24.0, 29.0]"
22.0,310,Suspended/Revoked D.L.,E Thomas Rd,2,1,8,3,E Thomas Rd - 6xxx,"(17.999, 24.0]"
27.0,1213,Fail to Obey Traffic Control Device,E Camelback Rd / N Scottsdale Rd,2,1,7,12,E Camelback Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
22.0,2156,Speed Greater Than R&P or Posted,E Shea Bl,2,0,7,21,E Shea Bl - 6xxx,"(17.999, 24.0]"
21.0,1030,No Proof of Insurance,E Redfield Rd,2,1,7,10,E Redfield Rd - 7xxx,"(17.999, 24.0]"
48.0,1047,Fail to Stop For Red Signal,E Frank Lloyd Wright Bl / L101,2,1,7,10,E Frank Lloyd Wright Bl / L101 -  xxx,"(37.0, 50.0]"
30.0,923,Speed Greater Than R&P or Posted,E Redfield Rd,2,1,7,9,E Redfield Rd - 7xxx,"(29.0, 37.0]"
39.0,934,Speed Greater Than R&P or Posted,E Redfield Rd,2,1,7,9,E Redfield Rd - 7xxx,"(37.0, 50.0]"
60.0,954,Speed Greater Than R&P or Posted,E Redfield Rd,2,1,7,9,E Redfield Rd - 7xxx,"(50.0, 97.0]"
32.0,737,Speed Greater Than R&P or Posted,E Via Linda,2,1,7,7,E Via Linda - 1xxx,"(29.0, 37.0]"
46.0,744,No Proof of Insurance,N 64th St / E Cholla St,2,1,7,7,N 64th St / E Cholla St -  xxx,"(37.0, 50.0]"
39.0,815,No Proof of Insurance,N 64th St / E Cholla St,2,1,7,8,N 64th St / E Cholla St -  xxx,"(37.0, 50.0]"
23.0,834,No Proof of Insurance,N 64th St / E Cholla St,2,1,7,8,N 64th St / E Cholla St -  xxx,"(17.999, 24.0]"
23.0,1419,Speed Greater Than R&P or Posted,E Camelback Rd,2,1,7,14,E Camelback Rd - 6xxx,"(17.999, 24.0]"
21.0,1040,Speed Greater Than R&P or Posted,E Cactus Rd,2,2,7,10,E Cactus Rd - 6xxx,"(17.999, 24.0]"
50.0,454,Expired/No Arizona Registration,N Scottsdale Rd,2,3,7,4,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
49.0,2128,Fail to Obey Traffic Control Device,E Frank Lloyd Wright Bl / N Hayden Rd,2,2,7,21,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(37.0, 50.0]"
77.0,1410,Speed Greater Than R&P or Posted,E Via Linda,2,1,7,14,E Via Linda - 1xxx,"(50.0, 97.0]"
40.0,1212,Speed Greater Than R&P or Posted,N 136th St,2,1,7,12,N 136th St - 1xxx,"(37.0, 50.0]"
18.0,1130,Drug Paraphernalia-Possess/Use,N Frank Lloyd Wright Bl,2,1,8,11,N Frank Lloyd Wright Bl - 1xxx,"(17.999, 24.0]"
36.0,1606,Speed Greater Than R&P or Posted,N 136th St,2,1,7,16,N 136th St - 1xxx,"(29.0, 37.0]"
36.0,955,Failure to Control Speed to Avoid A Collision,E Shea Bl,2,1,8,9,E Shea Bl - 9xxx,"(29.0, 37.0]"
31.0,1400,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,2,1,8,14,E McDowell Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
31.0,1405,Drug Paraphernalia-Possess/Use,E Shea Bl,2,1,8,14,E Shea Bl - 8xxx,"(29.0, 37.0]"
54.0,1453,Suspended/Revoked D.L.,E McDowell Rd,2,1,8,14,E McDowell Rd - 8xxx,"(50.0, 97.0]"
30.0,835,Suspended/Revoked D.L.,E Shea Bl,2,1,8,8,E Shea Bl - 9xxx,"(29.0, 37.0]"
78.0,1358,Failure to Control Speed to Avoid A Collision,E Chaparral Rd,2,1,8,13,E Chaparral Rd - 7xxx,"(50.0, 97.0]"
30.0,1608,Suspended/Revoked D.L.,N Scottsdale Rd,2,1,8,16,N Scottsdale Rd - 4xxx,"(29.0, 37.0]"
20.0,1424,No Proof of Insurance,E Indian School Rd,2,1,8,14,E Indian School Rd - 5xxx,"(17.999, 24.0]"
57.0,1710,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,2,1,8,17,N Scottsdale Rd - 1xxx,"(50.0, 97.0]"
29.0,1634,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,2,1,8,16,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
43.0,2019,Drug Paraphernalia-Possess/Use,N Scottsdale Rd,2,1,8,20,N Scottsdale Rd - 4xxx,"(37.0, 50.0]"
37.0,613,Suspended/Revoked D.L.,E Frank Lloyd Wright Bl / L101,2,2,8,6,E Frank Lloyd Wright Bl / L101 -  xxx,"(29.0, 37.0]"
25.0,958,Speed Greater Than R&P or Posted,N Hayden Rd,2,2,7,9,N Hayden Rd - 3xxx,"(24.0, 29.0]"
25.0,1426,Speed Greater Than R&P or Posted,E Osborn Rd,2,1,7,14,E Osborn Rd - 6xxx,"(24.0, 29.0]"
25.0,703,Speed Greater Than R&P or Posted,N 64th St,2,2,7,7,N 64th St - 3xxx,"(24.0, 29.0]"
27.0,55,Fail to Obey Traffic Control Device,E Indian School Rd,2,2,7,0,E Indian School Rd - 8xxx,"(24.0, 29.0]"
39.0,731,Speed Greater Than R&P or Posted,N 64th St,2,2,7,7,N 64th St - 3xxx,"(37.0, 50.0]"
41.0,1310,Fail to Obey Traffic Control Device,N Scottsdale Rd,2,3,7,13,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
49.0,742,Speed Greater Than R&P or Posted,N 64th St,2,2,7,7,N 64th St - 3xxx,"(37.0, 50.0]"
27.0,753,Speed Greater Than R&P or Posted,N 64th St,2,2,7,7,N 64th St - 3xxx,"(24.0, 29.0]"
19.0,2315,Speed Greater Than R&P or Posted,E McDowell Rd,2,1,7,23,E McDowell Rd - 6xxx,"(17.999, 24.0]"
33.0,1230,Expired/No Arizona Registration,E Frank Lloyd Wright Bl,2,2,7,12,E Frank Lloyd Wright Bl - 7xxx,"(29.0, 37.0]"
42.0,1416,Speed Greater Than R&P or Posted,E Oak St,2,2,7,14,E Oak St - 6xxx,"(37.0, 50.0]"
24.0,1017,Speed Greater Than R&P or Posted,N Scottsdale Rd,2,3,7,10,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
50.0,700,Fail to Stop For Red Signal,E McDowell Rd,2,2,7,7,E McDowell Rd - 7xxx,"(37.0, 50.0]"
25.0,2318,Expired/No Arizona Registration,N Hayden Rd / E Thomas Rd,2,5,6,23,N Hayden Rd / E Thomas Rd -  xxx,"(24.0, 29.0]"
